GlyTouCanAccession	MotifAccession	Label	Alignment
G68485DV	GGM.000020	Lewis a	Substructure
G68485DV	GGM.000021	Lewis b	Substructure
G68485DV	GGM.000036	Blood group H (type 2)	Substructure
G68485DV	GGM.000042	Blood group H (type 1)	Substructure
G68485DV	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G68485DV	GGM.000057	O-Mannose Lex	Core
G68490DY	GGM.000001	Type 2 LN	Substructure
G68490DY	GGM.000002	Type 2 LN2	Substructure
G68490DY	GGM.000005	Type 1 LN	Substructure
G68490DY	GGM.000006	Type 1 LN2	Substructure
G68494EQ	GGM.000001	Type 2 LN	Substructure
G68494EQ	GGM.000002	Type 2 LN2	Substructure
G68494EQ	GGM.000018	Lewis x	Substructure
G68496PA	GGM.000001	Type 2 LN	Substructure
G68508VU	GGM.000001	Type 2 LN	Substructure
G68508VU	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68512SN	GGM.000001	Type 2 LN	Substructure
G68512SN	GGM.000005	Type 1 LN	Substructure
G68512SN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68514DJ	GGM.000001	Type 2 LN	Substructure
G68514DJ	GGM.000005	Type 1 LN	Substructure
G68514DJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68528OI	GGM.000001	Type 2 LN	Substructure
G68528OI	GGM.000005	Type 1 LN	Substructure
G68528OI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68529LC	GGM.000001	Type 2 LN	Substructure
G68529LC	GGM.000018	Lewis x	Substructure
G68529LC	GGM.000019	Lewis y	Substructure
G68529LC	GGM.000036	Blood group H (type 2)	Substructure
G68529LC	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G68538KA	GGM.000001	Type 2 LN	Substructure
G68538KA	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68541BJ	GGM.000001	Type 2 LN	Substructure
G68541BJ	GGM.000002	Type 2 LN2	Substructure
G68541BJ	GGM.000003	I antigen	Substructure
G68541BJ	GGM.000005	Type 1 LN	Substructure
G68541BJ	GGM.000006	Type 1 LN2	Substructure
G68541BJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68541BJ	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G68548HS	GGM.000001	Type 2 LN	Substructure
G68548HS	GGM.000005	Type 1 LN	Substructure
G68550ZM	GGM.000001	Type 2 LN	Substructure
G68550ZM	GGM.000002	Type 2 LN2	Substructure
G68550ZM	GGM.000005	Type 1 LN	Substructure
G68550ZM	GGM.000006	Type 1 LN2	Substructure
G68550ZM	GGM.000036	Blood group H (type 2)	Substructure
G68550ZM	GGM.000042	Blood group H (type 1)	Substructure
G68551IQ	GGM.000001	Type 2 LN	Substructure
G68556TO	GGM.000001	Type 2 LN	Substructure
G68556TO	GGM.000018	Lewis x	Substructure
G68556TO	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68556TO	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68557OH	GGM.000001	Type 2 LN	Substructure
G68557OH	GGM.000015	a-Gal antigen	Substructure
G68560PY	GGM.000001	Type 2 LN	Substructure
G68560PY	GGM.000016	LacdiNAc	Substructure
G68560PY	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68560PY	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G68560PY	GGM.000050	Sialylated LDN	Nonreducing-End
G68563JG	GGM.000005	Type 1 LN	Substructure
G68569PY	GGM.000005	Type 1 LN	Substructure
G68569PY	GGM.000020	Lewis a	Substructure
G68569PY	GGM.000024	Sialyl Lewis a	Nonreducing-End
G68570VA	GGM.000016	LacdiNAc	Substructure
G68572OG	GGM.000001	Type 2 LN	Substructure
G68572OG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68581UV	GGM.000001	Type 2 LN	Substructure
G68581UV	GGM.000005	Type 1 LN	Substructure
G68582KT	GGM.000001	Type 2 LN	Substructure
G68582KT	GGM.000016	LacdiNAc	Substructure
G68588WQ	GGM.000001	Type 2 LN	Substructure
G68588WQ	GGM.000018	Lewis x	Substructure
G68593DE	GGM.000016	LacdiNAc	Substructure
G68593DE	GGM.000049	4'-sulfated LDN	Substructure
G68596UN	GGM.000001	Type 2 LN	Substructure
G68596UN	GGM.000005	Type 1 LN	Substructure
G68597AR	GGM.000001	Type 2 LN	Substructure
G68597AR	GGM.000005	Type 1 LN	Substructure
G68597AR	GGM.000018	Lewis x	Substructure
G68597AR	GGM.000019	Lewis y	Substructure
G68597AR	GGM.000020	Lewis a	Substructure
G68597AR	GGM.000021	Lewis b	Substructure
G68597AR	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68597AR	GGM.000036	Blood group H (type 2)	Substructure
G68597AR	GGM.000042	Blood group H (type 1)	Substructure
G68597AR	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G68597CL	GGM.000015	a-Gal antigen	Substructure
G68597CL	GGM.000068	Pk antigen	Whole-Glycan
G68603JE	GGM.000001	Type 2 LN	Substructure
G68603JE	GGM.000016	LacdiNAc	Substructure
G68603JE	GGM.000017	Fucosylated LDN	Substructure
G68608LT	GGM.000016	LacdiNAc	Substructure
G68608LT	GGM.000017	Fucosylated LDN	Substructure
G68614NL	GGM.000001	Type 2 LN	Substructure
G68614NL	GGM.000002	Type 2 LN2	Substructure
G68614NL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68636XD	GGM.000001	Type 2 LN	Substructure
G68637SE	GGM.000001	Type 2 LN	Substructure
G68637SE	GGM.000005	Type 1 LN	Substructure
G68637SE	GGM.000036	Blood group H (type 2)	Substructure
G68637SE	GGM.000042	Blood group H (type 1)	Substructure
G68639CF	GGM.000001	Type 2 LN	Substructure
G68639QC	GGM.000001	Type 2 LN	Substructure
G68639SS	GGM.000001	Type 2 LN	Substructure
G68639SS	GGM.000005	Type 1 LN	Substructure
G68639SS	GGM.000018	Lewis x	Substructure
G68639SS	GGM.000020	Lewis a	Substructure
G68639VP	GGM.000001	Type 2 LN	Substructure
G68640EO	GGM.000001	Type 2 LN	Substructure
G68640EO	GGM.000002	Type 2 LN2	Substructure
G68640EO	GGM.000003	I antigen	Substructure
G68640EO	GGM.000036	Blood group H (type 2)	Substructure
G68651MF	GGM.000016	LacdiNAc	Substructure
G68651MF	GGM.000017	Fucosylated LDN	Substructure
G68654BA	GGM.000001	Type 2 LN	Substructure
G68654BA	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68672OT	GGM.000005	Type 1 LN	Substructure
G68676CY	GGM.000001	Type 2 LN	Substructure
G68676IS	GGM.000001	Type 2 LN	Substructure
G68676IS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68676IS	GGM.000051	Sda/CT antigen	Substructure
G68676WO	GGM.000001	Type 2 LN	Substructure
G68676WO	GGM.000002	Type 2 LN2	Substructure
G68676WO	GGM.000005	Type 1 LN	Substructure
G68676WO	GGM.000018	Lewis x	Substructure
G68676WO	GGM.000020	Lewis a	Substructure
G68676WO	GGM.000031	Lex-Lex	Substructure
G68679LW	GGM.000016	LacdiNAc	Substructure
G68679LW	GGM.000017	Fucosylated LDN	Substructure
G68685TF	GGM.000001	Type 2 LN	Substructure
G68685TF	GGM.000005	Type 1 LN	Substructure
G68685TF	GGM.000015	a-Gal antigen	Substructure
G68685TF	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68686HN	GGM.000001	Type 2 LN	Substructure
G68686HN	GGM.000002	Type 2 LN2	Substructure
G68686HN	GGM.000004	i antigen	Substructure
G68686HN	GGM.000018	Lewis x	Substructure
G68686HN	GGM.000031	Lex-Lex	Substructure
G68686OL	GGM.000001	Type 2 LN	Substructure
G68686OL	GGM.000018	Lewis x	Substructure
G68686OL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68691JA	GGM.000001	Type 2 LN	Substructure
G68691JA	GGM.000005	Type 1 LN	Substructure
G68691YG	GGM.000001	Type 2 LN	Substructure
G68691YG	GGM.000005	Type 1 LN	Substructure
G68691YG	GGM.000018	Lewis x	Substructure
G68693TV	GGM.000001	Type 2 LN	Substructure
G68693TV	GGM.000005	Type 1 LN	Substructure
G68698AP	GGM.000001	Type 2 LN	Substructure
G68698AP	GGM.000005	Type 1 LN	Substructure
G68707XN	GGM.000001	Type 2 LN	Substructure
G68707XN	GGM.000005	Type 1 LN	Substructure
G68707XN	GGM.000018	Lewis x	Substructure
G68707XN	GGM.000020	Lewis a	Substructure
G68711RD	GGM.000001	Type 2 LN	Substructure
G68711RD	GGM.000005	Type 1 LN	Substructure
G68712AK	GGM.000001	Type 2 LN	Substructure
G68712AK	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68712PL	GGM.000005	Type 1 LN	Substructure
G68713BO	GGM.000001	Type 2 LN	Substructure
G68721DM	GGM.000001	Type 2 LN	Substructure
G68721DM	GGM.000005	Type 1 LN	Substructure
G68721DM	GGM.000036	Blood group H (type 2)	Substructure
G68721DM	GGM.000042	Blood group H (type 1)	Substructure
G68722WQ	GGM.000001	Type 2 LN	Substructure
G68722WQ	GGM.000005	Type 1 LN	Substructure
G68729NQ	GGM.000001	Type 2 LN	Substructure
G68729NQ	GGM.000002	Type 2 LN2	Substructure
G68729NQ	GGM.000005	Type 1 LN	Substructure
G68729NQ	GGM.000006	Type 1 LN2	Substructure
G68729NQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68729NQ	GGM.000056	2,6-Branched O-mannose	Whole-Glycan
G68732HN	GGM.000001	Type 2 LN	Substructure
G68732HN	GGM.000018	Lewis x	Substructure
G68750IZ	GGM.000015	a-Gal antigen	Substructure
G68758PE	GGM.000001	Type 2 LN	Substructure
G68758PE	GGM.000016	LacdiNAc	Substructure
G68759SP	GGM.000001	Type 2 LN	Substructure
G68759SP	GGM.000018	Lewis x	Substructure
G68759SP	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68759SP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68762AY	GGM.000001	Type 2 LN	Substructure
G68765EH	GGM.000001	Type 2 LN	Substructure
G68765EH	GGM.000005	Type 1 LN	Substructure
G68765EH	GGM.000018	Lewis x	Substructure
G68765EH	GGM.000020	Lewis a	Substructure
G68765EH	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68765EH	GGM.000024	Sialyl Lewis a	Nonreducing-End
G68765EH	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68765EH	GGM.000036	Blood group H (type 2)	Substructure
G68765EH	GGM.000042	Blood group H (type 1)	Substructure
G68765US	GGM.000001	Type 2 LN	Substructure
G68765US	GGM.000018	Lewis x	Substructure
G68774DG	GGM.000005	Type 1 LN	Substructure
G68776NM	GGM.000001	Type 2 LN	Substructure
G68776NM	GGM.000005	Type 1 LN	Substructure
G68776NM	GGM.000018	Lewis x	Substructure
G68778FY	GGM.000001	Type 2 LN	Substructure
G68778FY	GGM.000018	Lewis x	Substructure
G68778FY	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68778FY	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68780JJ	GGM.000001	Type 2 LN	Substructure
G68780JJ	GGM.000018	Lewis x	Substructure
G68783EM	GGM.000001	Type 2 LN	Substructure
G68784OK	GGM.000001	Type 2 LN	Substructure
G68789GU	GGM.000001	Type 2 LN	Substructure
G68797ZS	GGM.000001	Type 2 LN	Substructure
G68797ZS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68797ZS	GGM.000055	O-Linked mannose	Whole-Glycan
G68800OF	GGM.000001	Type 2 LN	Substructure
G68800OF	GGM.000005	Type 1 LN	Substructure
G68800OF	GGM.000018	Lewis x	Substructure
G68800OF	GGM.000020	Lewis a	Substructure
G68801RI	GGM.000001	Type 2 LN	Substructure
G68801RI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68802NT	GGM.000001	Type 2 LN	Substructure
G68802NT	GGM.000002	Type 2 LN2	Substructure
G68804CO	GGM.000001	Type 2 LN	Substructure
G68804CO	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68806LA	GGM.000001	Type 2 LN	Substructure
G68806LA	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68813VU	GGM.000001	Type 2 LN	Substructure
G68813VU	GGM.000005	Type 1 LN	Substructure
G68814GS	GGM.000001	Type 2 LN	Substructure
G68814GS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68817WF	GGM.000001	Type 2 LN	Substructure
G68817WF	GGM.000018	Lewis x	Substructure
G68817WF	GGM.000019	Lewis y	Substructure
G68817WF	GGM.000036	Blood group H (type 2)	Substructure
G68817WF	GGM.000038	Blood group A (type 2)	Substructure
G68817WF	GGM.000039	Blood group A (type 2) - Lewis y	Substructure
G68817WF	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G68820TX	GGM.000001	Type 2 LN	Substructure
G68820TX	GGM.000036	Blood group H (type 2)	Substructure
G68828SF	GGM.000001	Type 2 LN	Substructure
G68832TW	GGM.000001	Type 2 LN	Substructure
G68835PZ	GGM.000001	Type 2 LN	Substructure
G68835PZ	GGM.000005	Type 1 LN	Substructure
G68835PZ	GGM.000018	Lewis x	Substructure
G68835PZ	GGM.000019	Lewis y	Substructure
G68835PZ	GGM.000020	Lewis a	Substructure
G68835PZ	GGM.000021	Lewis b	Substructure
G68835PZ	GGM.000036	Blood group H (type 2)	Substructure
G68835PZ	GGM.000042	Blood group H (type 1)	Substructure
G68835PZ	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G68853CN	GGM.000001	Type 2 LN	Substructure
G68853CN	GGM.000005	Type 1 LN	Substructure
G68853CN	GGM.000018	Lewis x	Substructure
G68853CN	GGM.000020	Lewis a	Substructure
G68856EP	GGM.000001	Type 2 LN	Substructure
G68856EP	GGM.000015	a-Gal antigen	Substructure
G68857EL	GGM.000001	Type 2 LN	Substructure
G68857EL	GGM.000002	Type 2 LN2	Substructure
G68857EL	GGM.000005	Type 1 LN	Substructure
G68857EL	GGM.000006	Type 1 LN2	Substructure
G68858RF	GGM.000001	Type 2 LN	Substructure
G68858RF	GGM.000018	Lewis x	Substructure
G68865YV	GGM.000001	Type 2 LN	Substructure
G68865YV	GGM.000005	Type 1 LN	Substructure
G68865YV	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68866GS	GGM.000001	Type 2 LN	Substructure
G68866GS	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68867LT	GGM.000001	Type 2 LN	Substructure
G68867LT	GGM.000018	Lewis x	Substructure
G68868DD	GGM.000001	Type 2 LN	Substructure
G68873AT	GGM.000001	Type 2 LN	Substructure
G68873AT	GGM.000016	LacdiNAc	Substructure
G68873AT	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68873AT	GGM.000049	4'-sulfated LDN	Substructure
G68873AT	GGM.000051	Sda/CT antigen	Substructure
G68878AY	GGM.000015	a-Gal antigen	Substructure
G68881YW	GGM.000001	Type 2 LN	Substructure
G68881YW	GGM.000005	Type 1 LN	Substructure
G68887VO	GGM.000001	Type 2 LN	Substructure
G68887VO	GGM.000018	Lewis x	Substructure
G68887VO	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68887VO	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68891KC	GGM.000001	Type 2 LN	Substructure
G68891KC	GGM.000018	Lewis x	Substructure
G68892PJ	GGM.000001	Type 2 LN	Substructure
G68892PJ	GGM.000002	Type 2 LN2	Substructure
G68892PJ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68893PY	GGM.000015	a-Gal antigen	Substructure
G68894GU	GGM.000001	Type 2 LN	Substructure
G68894XH	GGM.000001	Type 2 LN	Substructure
G68894XH	GGM.000036	Blood group H (type 2)	Substructure
G68897ZT	GGM.000001	Type 2 LN	Substructure
G68897ZT	GGM.000005	Type 1 LN	Substructure
G68897ZT	GGM.000015	a-Gal antigen	Substructure
G68897ZT	GGM.000018	Lewis x	Substructure
G68897ZT	GGM.000020	Lewis a	Substructure
G68897ZT	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68897ZT	GGM.000024	Sialyl Lewis a	Nonreducing-End
G68897ZT	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68901IK	GGM.000001	Type 2 LN	Substructure
G68903PJ	GGM.000005	Type 1 LN	Substructure
G68905CW	GGM.000001	Type 2 LN	Substructure
G68905CW	GGM.000005	Type 1 LN	Substructure
G68905CW	GGM.000018	Lewis x	Substructure
G68905CW	GGM.000020	Lewis a	Substructure
G68907ZA	GGM.000001	Type 2 LN	Substructure
G68907ZA	GGM.000018	Lewis x	Substructure
G68921CJ	GGM.000001	Type 2 LN	Substructure
G68921CJ	GGM.000005	Type 1 LN	Substructure
G68924EN	GGM.000001	Type 2 LN	Substructure
G68924EN	GGM.000002	Type 2 LN2	Substructure
G68924EN	GGM.000005	Type 1 LN	Substructure
G68924EN	GGM.000006	Type 1 LN2	Substructure
G68924EN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68924IG	GGM.000001	Type 2 LN	Substructure
G68924IG	GGM.000005	Type 1 LN	Substructure
G68924IG	GGM.000018	Lewis x	Substructure
G68924IG	GGM.000020	Lewis a	Substructure
G68926WI	GGM.000001	Type 2 LN	Substructure
G68926WI	GGM.000005	Type 1 LN	Substructure
G68926WI	GGM.000015	a-Gal antigen	Substructure
G68926WI	GGM.000018	Lewis x	Substructure
G68926WI	GGM.000020	Lewis a	Substructure
G68926WI	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68931EB	GGM.000001	Type 2 LN	Substructure
G68931EB	GGM.000005	Type 1 LN	Substructure
G68931EB	GGM.000036	Blood group H (type 2)	Substructure
G68931EB	GGM.000042	Blood group H (type 1)	Substructure
G68935MX	GGM.000001	Type 2 LN	Substructure
G68935MX	GGM.000018	Lewis x	Substructure
G68937DI	GGM.000001	Type 2 LN	Substructure
G68937DI	GGM.000002	Type 2 LN2	Substructure
G68937DI	GGM.000003	I antigen	Substructure
G68937DI	GGM.000036	Blood group H (type 2)	Substructure
G68937TM	GGM.000001	Type 2 LN	Substructure
G68937TM	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68940KR	GGM.000001	Type 2 LN	Substructure
G68940KR	GGM.000005	Type 1 LN	Substructure
G68940KR	GGM.000036	Blood group H (type 2)	Substructure
G68940KR	GGM.000042	Blood group H (type 1)	Substructure
G68946DB	GGM.000001	Type 2 LN	Substructure
G68946DB	GGM.000018	Lewis x	Substructure
G68947AB	GGM.000001	Type 2 LN	Substructure
G68947AB	GGM.000005	Type 1 LN	Substructure
G68947AB	GGM.000018	Lewis x	Substructure
G68947VN	GGM.000001	Type 2 LN	Substructure
G68950LW	GGM.000001	Type 2 LN	Substructure
G68950LW	GGM.000036	Blood group H (type 2)	Substructure
G68950LW	GGM.000038	Blood group A (type 2)	Substructure
G68951DB	GGM.000001	Type 2 LN	Substructure
G68951DB	GGM.000002	Type 2 LN2	Substructure
G68951DB	GGM.000018	Lewis x	Substructure
G68951EI	GGM.000001	Type 2 LN	Substructure
G68951EI	GGM.000005	Type 1 LN	Substructure
G68951EI	GGM.000015	a-Gal antigen	Substructure
G68951EI	GGM.000018	Lewis x	Substructure
G68951EI	GGM.000020	Lewis a	Substructure
G68955EJ	GGM.000016	LacdiNAc	Substructure
G68955EJ	GGM.000049	4'-sulfated LDN	Substructure
G68956JQ	GGM.000001	Type 2 LN	Substructure
G68956JQ	GGM.000018	Lewis x	Substructure
G68956JQ	GGM.000022	Sialyl Lewis x	Nonreducing-End
G68956JQ	GGM.000027	6-Sulfo-sialyl Lewis x	Nonreducing-End
G68956JQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68957QP	GGM.000001	Type 2 LN	Substructure
G68959TR	GGM.000001	Type 2 LN	Substructure
G68959TR	GGM.000005	Type 1 LN	Substructure
G68969GZ	GGM.000001	Type 2 LN	Substructure
G68969GZ	GGM.000005	Type 1 LN	Substructure
G68969GZ	GGM.000018	Lewis x	Substructure
G68969GZ	GGM.000020	Lewis a	Substructure
G68976EG	GGM.000001	Type 2 LN	Substructure
G68976EG	GGM.000005	Type 1 LN	Substructure
G68976EG	GGM.000018	Lewis x	Substructure
G68976EG	GGM.000020	Lewis a	Substructure
G68976EG	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68976IP	GGM.000001	Type 2 LN	Substructure
G68976IP	GGM.000002	Type 2 LN2	Substructure
G68976IP	GGM.000005	Type 1 LN	Substructure
G68976IP	GGM.000006	Type 1 LN2	Substructure
G68976IP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68981PD	GGM.000005	Type 1 LN	Substructure
G68981PD	GGM.000020	Lewis a	Substructure
G68981PD	GGM.000021	Lewis b	Substructure
G68981PD	GGM.000042	Blood group H (type 1)	Substructure
G68981PD	GGM.000044	Blood group A (type 1)	Substructure
G68981PD	GGM.000047	Blood group A (type 1) - Lewis b	Substructure
G68983XG	GGM.000001	Type 2 LN	Substructure
G68984AD	GGM.000001	Type 2 LN	Substructure
G68984AD	GGM.000005	Type 1 LN	Substructure
G68985NT	GGM.000001	Type 2 LN	Substructure
G68985NT	GGM.000015	a-Gal antigen	Substructure
G68985SK	GGM.000001	Type 2 LN	Substructure
G68986CP	GGM.000001	Type 2 LN	Substructure
G68986CP	GGM.000005	Type 1 LN	Substructure
G68986CP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G68990TK	GGM.000001	Type 2 LN	Substructure
G68990TK	GGM.000018	Lewis x	Substructure
G68991BW	GGM.000001	Type 2 LN	Substructure
G68992CT	GGM.000001	Type 2 LN	Substructure
G68993VV	GGM.000016	LacdiNAc	Substructure
G68993VV	GGM.000049	4'-sulfated LDN	Substructure
G69000LR	GGM.000005	Type 1 LN	Substructure
G69006EQ	GGM.000001	Type 2 LN	Substructure
G69006EQ	GGM.000005	Type 1 LN	Substructure
G69006EQ	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69007HD	GGM.000001	Type 2 LN	Substructure
G69007HD	GGM.000018	Lewis x	Substructure
G69007HD	GGM.000022	Sialyl Lewis x	Nonreducing-End
G69007HD	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69018AJ	GGM.000001	Type 2 LN	Substructure
G69018AJ	GGM.000036	Blood group H (type 2)	Substructure
G69023SD	GGM.000001	Type 2 LN	Substructure
G69024AW	GGM.000001	Type 2 LN	Substructure
G69024AW	GGM.000005	Type 1 LN	Substructure
G69024AW	GGM.000018	Lewis x	Substructure
G69024AW	GGM.000020	Lewis a	Substructure
G69025XA	GGM.000001	Type 2 LN	Substructure
G69025XA	GGM.000005	Type 1 LN	Substructure
G69025XA	GGM.000036	Blood group H (type 2)	Substructure
G69025XA	GGM.000042	Blood group H (type 1)	Substructure
G69029MH	GGM.000001	Type 2 LN	Substructure
G69029MH	GGM.000005	Type 1 LN	Substructure
G69029MH	GGM.000018	Lewis x	Substructure
G69029MH	GGM.000020	Lewis a	Substructure
G69030AU	GGM.000001	Type 2 LN	Substructure
G69030AU	GGM.000002	Type 2 LN2	Substructure
G69030AU	GGM.000018	Lewis x	Substructure
G69030AU	GGM.000019	Lewis y	Substructure
G69030AU	GGM.000036	Blood group H (type 2)	Substructure
G69030AU	GGM.000045	Blood group H (type 2) - Lewis y	Substructure
G69030BZ	GGM.000016	LacdiNAc	Substructure
G69033GJ	GGM.000005	Type 1 LN	Substructure
G69033GJ	GGM.000020	Lewis a	Substructure
G69037ZE	GGM.000001	Type 2 LN	Substructure
G69037ZE	GGM.000005	Type 1 LN	Substructure
G69037ZE	GGM.000015	a-Gal antigen	Substructure
G69037ZE	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69041SF	GGM.000001	Type 2 LN	Substructure
G69041SF	GGM.000005	Type 1 LN	Substructure
G69044AJ	GGM.000016	LacdiNAc	Substructure
G69044AJ	GGM.000049	4'-sulfated LDN	Substructure
G69046CR	GGM.000001	Type 2 LN	Substructure
G69052CM	GGM.000001	Type 2 LN	Substructure
G69052CM	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69056GH	GGM.000001	Type 2 LN	Substructure
G69056GH	GGM.000005	Type 1 LN	Substructure
G69056GH	GGM.000018	Lewis x	Substructure
G69056GH	GGM.000020	Lewis a	Substructure
G69057FX	GGM.000001	Type 2 LN	Substructure
G69057FX	GGM.000005	Type 1 LN	Substructure
G69057FX	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69060LX	GGM.000001	Type 2 LN	Substructure
G69062KW	GGM.000001	Type 2 LN	Substructure
G69065FL	GGM.000001	Type 2 LN	Substructure
G69065FL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69066VB	GGM.000001	Type 2 LN	Substructure
G69066VB	GGM.000005	Type 1 LN	Substructure
G69068RJ	GGM.000005	Type 1 LN	Substructure
G69068RJ	GGM.000006	Type 1 LN2	Substructure
G69068RJ	GGM.000007	Type 1 LN3	Substructure
G69071XF	GGM.000001	Type 2 LN	Substructure
G69071XF	GGM.000015	a-Gal antigen	Substructure
G69074IY	GGM.000001	Type 2 LN	Substructure
G69074IY	GGM.000016	LacdiNAc	Substructure
G69074IY	GGM.000035	6-Sialyl-GalNAc	Nonreducing-End
G69074IY	GGM.000050	Sialylated LDN	Nonreducing-End
G69077TN	GGM.000001	Type 2 LN	Substructure
G69077TN	GGM.000005	Type 1 LN	Substructure
G69077TN	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69078RG	GGM.000001	Type 2 LN	Substructure
G69078RG	GGM.000018	Lewis x	Substructure
G69081QL	GGM.000001	Type 2 LN	Substructure
G69081QL	GGM.000005	Type 1 LN	Substructure
G69081QL	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
G69083KH	GGM.000001	Type 2 LN	Substructure
G69083KH	GGM.000005	Type 1 LN	Substructure
G69086TY	GGM.000001	Type 2 LN	Substructure
G69089FP	GGM.000001	Type 2 LN	Substructure
G69089FP	GGM.000034	3-Sialyl-LN (type 2)	Nonreducing-End
