glytoucan_acc	glytoucan_type	glycan_mass	glycan_permass	base_composition	composition	topology	monosaccharides
G78156NN	Saccharide	1626.61290806	2033.06676009	G17400PC	G35712MZ	G81002OL	9
G78160OZ	Saccharide	477.078839955		G58082FV	G58985MU	G71359VC	2
G78161IO	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G67579EM	14
G78171UO	Topology	877.317550045	1101.56795117	G85811SG	G81851QZ	G78171UO	4
G78173WX	Saccharide	2061.7505835	2552.29833594	G96356PZ	G85882VQ	G18654BS	11
G78174JE	Saccharide	1478.53934912	1842.94625094	G72787SB	G32127JA	G82941PA	8
G78180GX	Topology	1816.62426068	2279.14071299	G21080BP	G61720KH	G78180GX	9
G78180WS	Topology	2969.04231273	3697.85611637	G20455KP	G89566SH	G78180WS	15
G78194GB	Saccharide	4062.42325098	5043.51875588	G71309TZ	G37912XZ	G06767OR	20
G78205EV	Saccharide	1176.39156257	1498.75151418	G19060ZD	G15715EV	G74488IL	6
G78208WN	Saccharide	998.34382444	1264.64117577	G14090IF	G29847FN	G03951YI	5
G78214BJ	Topology	1421.51788538	1771.90913713	G10339FR	G09873KE	G78214BJ	8
G78221KA	Composition	2881.0262687	3595.82442227	G65117IS	G78221KA		14
G78225YM	Saccharide	1031.35405481	1311.6670562	G53969DE	G87893AL	G29329QP	6
G78230VU	Saccharide	1031.35405481	1311.6670562	G53969DE	G87893AL	G03969SW	6
G78242EN	Topology	504.1690352	658.34118597	G39365VM	G09269CO	G78242EN	3
G78248QX	Topology	1318.50217569	1654.87777737	G26195QL	G13334HZ	G78248QX	7
G78249UI	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G14660IB	2
G78251OV	Saccharide	1259.46506188	1567.80936342	G80475RE	G16650JL	G43814UE	7
G78254ZM	Composition	1510.55433052	1874.96123234	G90665OT	G78254ZM		9
G78255UI	Saccharide	880.31721571	1104.56761683	G18999EB	G66541DL	G01747AF	5
G78255XL	Saccharide	1972.71413836	2449.24624074	G93838EE	G07975HS	G01742GV	10
G78256EL	Topology	2384.83582939	2973.49313233	G98235NV	G42472CY	G78256EL	12
G78257QQ	Topology	1259.46506188	1567.80936342	G80475RE	G09140IH	G78257QQ	7
G78260AJ	Saccharide	342.1162117	454.24141226	G90627TW	G90960QG	G53230PK	2
G78276SQ	Saccharide	2239.79832162	2786.40867436	G92357TM	G39456KE	G35622MN	12
G78279JR	Saccharide	1868.7031797	2303.18833187	G55382TU	G83224HD	G08357TG	10
G78280YO	Saccharide	1720.59189791	2169.09270015	G62765YT	G21194PE	G14676HX	10
G78281SV	Saccharide						
G78290JM	Saccharide	1704.59698328	2139.08213545	G14191MJ	G79986LV	G64951NH	10
G78297FC	Saccharide	342.1162117	454.24141226	G90627TW	G85505CT	G69382ZH	2
G78306GH	Saccharide	674.23817744	856.44162835	G22312GP	G19671XU	G85924HA	3
G78306NB	BaseComposition	3172.12168533	3956.99808926	G78306NB			15
G78308MA	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G59428VJ	13
G78312KD	Saccharide	837.311402045	1047.54615309	G67199LR	G08600PN	G21289TX	5
G78314LL	Topology	998.34382444	1264.64117577	G14090IF	G29847FN	G78314LL	5
G78315BS	Saccharide	1314.47087555	1636.83082716	G28769WQ	G43375FB	G94510EL	6
G78317QO	Saccharide	342.1162117	454.24141226	G90627TW	G85505CT	G69382ZH	2
G78325SJ	Saccharide	1437.51280002	1801.91970183	G39446WN	G80212LK	G48760ZH	8
G78333MH	Saccharide	2683.94756477	3328.66746799	G54327SO	G26044CJ	G83344UL	12
G78341DP	Saccharide	1437.51280002	1801.91970183	G39446WN	G32909UL	G95925JP	8
G78342SP	Saccharide	1462.54443449	1812.93568624	G25987BV	G65996UU	G30215PM	8
G78343KH	Saccharide	1113.40715301	1393.72015442	G57317CE	G92120IY	G06542JE	6
G78344OG	Saccharide	668.23750877	878.47225982	G02727WK	G94918BJ	G54886PY	4
G78347PZ	Saccharide	674.23817744	856.44162835	G22312GP	G88931XN	G11143VM	3
G78353AX	Topology	2955.08820031	3641.85505374	G22589VJ	G50599NT	G78353AX	17
G78363XM	Topology	2533.92978944	3150.61839251	G49411EC	G92633PD	G78363XM	14
G78367BV	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G63977XF	3
G78368CZ	Saccharide	1316.48652562	1638.84647723	G35029YA	G15843XU	G58745PD	7
G78369LH	Saccharide	586.22213341	740.39428418	G58001LT	G59848RU	G31881UK	3
G78370NE	Saccharide	2516.9144737	3119.58742671	G49739MP	G83783DS	G91316EK	14
G78371ER	Topology	3390.2007236	4203.10842766	G35280FV	G65937TS	G78371ER	17
G78374AW	Composition	1585.58635895	1992.04021098	G08509IM	G78374AW		9
G78378CA	Topology	557.035654545		G88431DQ	G93729MV	G78378CA	2
G78383AV	Saccharide	1437.51280002	1801.91970183	G39446WN	G70412HV	G61868BD	8
G78385WZ	Topology	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G78385WZ	8
G78387VJ	Topology	1113.40715301	1393.72015442	G57317CE	G07595HH	G78387VJ	6
G78391CU	Saccharide	3170.10603527	3940.96678912	G73219XT	G13248CW	G95904YC	15
G78418FI	Saccharide	869.301231305	1107.56728249	G15666IG	G13628FE	G44309HL	5
G78434AN	Saccharide	2516.9144737	3119.58742671	G49739MP	G83783DS	G23498SM	14
G78434HP	Topology	1882.64472141	2373.19247386	G80920RR	G22428GQ	G78434HP	11
G78436BB	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G67200RM	2
G78445JO	Saccharide	2206.75036841	2781.39202128	G58087IP	G09611TJ	G65006SL	13
G78475DU	Saccharide	1187.44393248	1495.78823403	G05164MI	G13660ED	G96115PK	6
G78480MT	BaseComposition	1521.5815483	1900.00410019	G78480MT			8
G78481KH	Topology	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G78481KH	7
G78481LC	Saccharide	3681.29614024	4564.28209465	G08182IE	G96816KA	G42117XW	18
G78497WT	Topology	1973.73453947	2436.25099178	G19379ID	G04604QI	G78497WT	11
G78502FJ	Saccharide	1890.66104015	2367.19314253	G60644BF	G31261NL	G55036HU	10
G78507VB	Composition	3249.19451598	4034.0709199	G26933BW	G78507VB		18
G78508BQ	Topology	342.1162117	454.24141226	G90627TW	G45116DB	G78508BQ	2
G78508PE	Topology	732.28004228	914.48349319	G94583DZ	G61985YC	G78508PE	4
G78509IY	Saccharide	1925.72464343	2374.22544568	G73430PD	G53049OY	G23930RF	10
G78510RU	Topology	2400.83074402	3003.50369703	G53218VX	G44787MY	G78510RU	12
G78513XO	Saccharide	627.248682515	781.420833285	G40740AD	G20174EZ	G40788LX	3
G78519ZX	Saccharide	3027.08417757	3769.91363128	G66403JV	G19326PJ	G43454YS	15
G78523BG	Composition	958.33767644	1210.6193777	G67172VF	G78523BG		6
G78525CL	Saccharide	1462.54443449	1812.93568624	G25987BV	G69032VE	G72398VP	8
G78531OX	Saccharide	718.26439221	900.46784312	G54968WM	G12379UK	G37610SF	4
G78535NS	Saccharide	910.32778041	1148.5938316	G28681TP	G71678CK	G03833LE	5
G78559CH	Topology	836.29100094	1060.54140206	G63053UD	G62828VD	G78559CH	4
G78573SR	Saccharide	1040.39077465	1292.67247591	G51210WZ	G18083QB	G78772VE	6
G78577JJ	Saccharide	2911.00044789	3639.81425153	G09793SQ	G12202ZJ	G65022XW	14
G78583CA	Composition	2443.89809534	3018.53974821	G41126SR	G78583CA		14
G78586GS	Topology	776.23348603	972.45258701	G33623LN	G67281OF	G78586GS	4
G78586QI	Topology	2028.61680888		G71640LP	G37384PG	G78586QI	10
G78587RA	Composition	385.158410875	511.299261505	G79223ZW	G78587RA		2
G78598WI	Saccharide	1113.40715301	1393.72015442	G57317CE	G64922VJ	G69311JK	6
G78600GX	Saccharide	342.1162117	454.24141226	G90627TW	G45116DB	G86240AI	2
G78607HP	Topology	1316.48652562	1638.84647723	G35029YA	G15843XU	G78607HP	7
G78615VF	Saccharide						
G78617GO	Saccharide	1185.42828241	1479.75693389	G97887RK	G94827CQ	G35580MO	6
G78620TU	Topology	998.34382444	1264.64117577	G14090IF	G08718YM	G78620TU	5
G78623SV	Topology	254.10016767		G58175CM	G98417AR	G78623SV	2
G78626GM	Topology	2135.78736296	2640.35076549	G29651HS	G14719NG	G78626GM	12
G78627AJ	Saccharide	2450.89401297	3025.53566584	G72013QH	G94777TX	G13245FF	12
G78641QJ	Saccharide	1127.38641757	1421.71506905	G71981YX	G91878CY	G04015JV	5
G78641UQ	Topology	1407.53862082	1757.92987257	G06189KA	G77711DZ	G78641UQ	8
G78644PP	Topology	2167.77719222	2700.37189489	G14368ET	G79301FF	G78644PP	12
G78648QN	Saccharide	3535.23823137	4390.19288564	G90032FM	G13592BC	G66374JF	17
G78657XR	Saccharide	1552.57612859	1945.01433055	G56935KO	G32869VI	G45677CX	8
G78681QL	Saccharide	1665.6238071	2058.06200906	G88725PI	G75496QY	G68545OM	9
G78694IK	Saccharide	342.1162117	454.24141226	G90627TW	G90960QG	G61666PA	2
G78695LF	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G67579EM	14
G78698EP	Topology	732.28004228	914.48349319	G94583DZ	G65070RM	G78698EP	4
G78706CK	Saccharide	609.157484265		G26918LL	G92324WH	G85134KU	3
G78713VS	Topology	1261.48071195	1583.84066356	G45851AI	G22655LJ	G78713VS	7
G78716XB	Saccharide	545.195584305	699.367735075	G05394UY	G03102IC	G18333FZ	3
G78727VW	Saccharide	1072.38060391	1352.69360531	G92050GC	G86052EW	G58858DY	6
G78730ZV	Saccharide	3681.29614024	4564.28209465	G08182IE	G96816KA	G09503CT	18
G78739DQ	BaseComposition	2007.7400188	2512.30342131	G78739DQ			11
G78742VP	Saccharide	1704.55407258		G86270PX	G88202ST	G27984UW	9
G78745RA	Saccharide	2151.78227759	2670.36133019	G44211QA	G15715XI	G28442YA	12
G78750JU	Saccharide	910.32778041	1148.5938316	G28681TP	G71678CK	G17271TR	5
G78759HZ	Saccharide	837.311402045	1047.54615309	G67199LR	G43311SI	G81406BI	5
G78768GH	Saccharide	2044.69754491	2577.29224757	G83460ZZ	G91301DM	G27502BJ	12
G78768PN	Saccharide	965.333594075	1217.61529533	G15864IF	G81006GJ	G59287RT	4
G78768UQ	Saccharide	2500.91955907	3089.57686201	G05049IC	G45978IP	G66370UY	14
G78769BZ	Saccharide	1072.38060391	1352.69360531	G92050GC	G86052EW	G58858DY	6
G78772VE	Topology	1040.39077465	1292.67247591	G51210WZ	G18083QB	G78772VE	6
G78800HY	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G92495JT	4
G78801YM	Topology	1314.4331527	1678.84005452	G97591GH	G61307IR	G78801YM	8
G78809DY	Saccharide	529.164284165	669.320784865	G45586SP	G86372WR	G45095PI	3
G78811TO	BaseComposition	3101.14610918	3815.94426275	G78811TO			18
G78813BX	Saccharide	2087.77746694	2578.32521938	G34029GR	G39438KB	G04811EI	11
G78818SP	Saccharide	1580.53465771	1986.98850974	G34092QJ	G25993OX	G60673PW	7
G78825SN	Saccharide	910.32778041	1148.5938316	G28681TP	G71678CK	G35626NM	5
G78830IZ	Saccharide	1099.42788845	1379.74088985	G54878VH	G89650RP	G23121SR	6
G78842DK	Saccharide	586.22213341	740.39428418	G58001LT	G93562NG	G88036WG	3
G78842KE	Saccharide	1154.43370212	1434.74670352	G29063QY	G31615QY	G72090PJ	6
G78848UG	Saccharide	2882.0466698	3568.81352324	G55216FT	G81452FP	G66470BN	16
G78855IG	Topology	2239.79832162	2786.40867436	G92357TM	G39456KE	G78855IG	12
G78863BJ	Saccharide	3827.35404911	4738.37130366	G60351DX	G51146HY	G92164ET	19
G78881HO	BaseComposition	1302.50726106	1624.86721267	G78881HO			7
G78885JL	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G63977XF	3
G78885XB	Saccharide	3025.0685275	3753.88233114	G13300LP	G28352HT	G01972UA	15
G78890OB	Saccharide	1761.57553632		G39411LN	G16654KY	G11969FT	9
G78894EE	Saccharide	2518.93012377	3135.61872685	G49524JE	G33924VZ	G75009MQ	14
G78900SX	Saccharide	935.359414885	1159.609816	G21259PI	G44223LV	G15819YF	5
G78902VT	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G63977XF	3
G78908IP	Saccharide	910.32778041	1148.5938316	G28681TP	G28326HR	G89291WX	5
G78910WQ	Saccharide	1769.63476576	2204.11991793	G54498TF	G15347NT	G91542NW	9
G78913DE	Saccharide	2619.90503126	3278.64058454	G48475CO	G61641LL	G96911MA	13
G78915OI	Saccharide	1099.42788845	1379.74088985	G54878VH	G89650RP	G30640LU	6
G78918BK	Saccharide	935.359414885	1159.609816	G21259PI	G44223LV	G84880FB	5
G78926JO	Saccharide	342.1162117	454.24141226	G90627TW	G85505CT	G69382ZH	2
G78928PU	Saccharide	1405.52297075	1741.89857243	G28997IA	G48181XF	G78999VN	8
G78929WE	Saccharide	2020.72403439	2511.27178684	G97357RI	G13891WJ	G34155LO	11
G78944YP	Saccharide	2046.75091783	2537.29867028	G43769HG	G03539UU	G11896WX	11
G78945TI	Saccharide	342.1162117	454.24141226	G90627TW	G85505CT	G69382ZH	2
G78955IC	Topology	2557.94102281	3160.61397581	G89009DQ	G95762CJ	G78955IC	14
G78955JC	Saccharide	1000.35947451	1280.67247591	G50552TH	G60324JV	G15178DL	5
G78956IC	Saccharide	3228.14790011	3999.00865396	G91115CE	G73489RN	G97070GX	16
G78959US	Saccharide	1039.37037354	1305.66772487	G49139YY	G71918XM	G35100RJ	5
G78961ZT	Saccharide	1464.56008456	1828.96698638	G59203XD	G81325LH	G06467SV	8
G78980OK	Saccharide	1745.62353238	2180.10868456	G03574QJ	G82230HL	G12380RC	10
G78986EI	Topology	1314.4331527	1678.84005452	G97591GH	G61307IR	G78986EI	8
G78992FU	Saccharide	1551.58087963	1915.98778145	G69768VE	G74270QR	G37356AC	9
G78999VN	Topology	1405.52297075	1741.89857243	G28997IA	G48181XF	G78999VN	8
G79004VG	Topology	666.2218587	862.44095968	G90306QO	G65968NT	G79004VG	4
G79010NG	Topology	1696.61838739	2103.07223942	G84116AK	G88946VQ	G79010NG	9
G79014VD	Saccharide	1989.7294541	2466.26155647	G85740DB	G64730RH	G27860IO	11
G79018NX	Saccharide	2280.82487073	2827.43522346	G81088WT	G57106ZI	G99663MH	12
G79021MB	Topology	1099.42788845	1379.74088985	G54878VH	G89650RP	G79021MB	6
G79021WI	Saccharide	1187.44393248	1495.78823403	G05164MI	G13660ED	G51472NP	6
G79023HI	Topology	2044.69754491	2577.29224757	G83460ZZ	G91301DM	G79023HI	12
G79028QV	Topology	691.253493175	873.456944085	G11235SR	G03577SC	G79028QV	4
G79029KQ	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G73814US	3
G79029VZ	Saccharide	2354.8616502	2915.487653	G80735OA	G64490RT	G76858GX	13
G79031AA	Topology	707.248407805	903.467508785	G08590QR	G17202MP	G79031AA	4
G79035BB	Topology	1800.62934605	2249.13014829	G25571PV	G51853HW	G79035BB	9
G79037RU	Saccharide	4776.69272856	5911.96038422	G38972TX	G30723YY	G27563QX	24
G79042KJ	Saccharide	1152.3803292	1474.74028081	G55913GS	G01190ZZ	G97536AL	7
G79044TC	Saccharide	1464.56008456	1828.96698638	G59203XD	G81325LH	G63722ZU	8
G79066FM	Saccharide	2442.87769423	3031.53499717	G17168EK	G44930VK	G22876EV	13
G79070AX	Topology	1729.62861776	2150.09811986	G27622TD	G26591JV	G79070AX	10
G79073WA	Topology	487.190104975		G52400FO	G07654VI	G79073WA	3
G79083TK	Saccharide	1665.6238071	2058.06200906	G88725PI	G75496QY	G68545OM	9
G79083TY	Saccharide	1916.71307573	2365.21387797	G11009FR	G24839KW	G75748QZ	11
G79084MU	Saccharide	2516.9144737	3119.58742671	G49739MP	G83783DS	G80536KU	14
G79089EU	Saccharide	2354.8616502	2915.487653	G80735OA	G34026PF	G81265YK	13
G79093TF	Topology	1608.60234336	1987.02489525	G61855PQ	G49358BI	G79093TF	9
G79094AA	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G78242EN	3
G79098NN	BaseComposition	3755.33291971	4652.33452419	G79098NN			19
G79099UV	Saccharide	3535.23823137	4390.19288564	G90032FM	G13592BC	G66374JF	17
G79103DD	Saccharide	2313.8351011	2874.4611039	G85987RP	G11787WA	G02115LJ	13
G79107GH	Topology	1451.49206458	1829.91461646	G29871AR	G83475VH	G79107GH	7
G79120BW	Topology	733.275291245	943.510042295	G74857JH	G56304TZ	G79120BW	3
G79126UL	Topology	2165.72381931	2740.36547217	G86800DW	G51256LN	G79126UL	13
G79136PB	Topology	1259.46506188	1567.80936342	G80475RE	G09140IH	G79136PB	7
G79137JG	Topology	2733.97311086	3392.70866415	G25569EP	G58076ER	G79137JG	14
G79137TM	Saccharide	1478.53934912	1842.94625094	G72787SB	G75216TK	G16617GO	8
G79137ZX	Composition	998.34382444	1264.64117577	G14090IF	G79137ZX		5
G79150MP	Saccharide	383.142760805	495.267961365	G43417UB	G23052ZQ	G67200RM	2
G79151XT	Topology	789.301506015	985.520606995	G88713AC	G08017ND	G79151XT	4
G79157DT	Composition	1464.56008456	1828.96698638	G59203XD	G79157DT		8
G79160YE	Composition	2255.79323626	2816.41923906	G55568ER	G79160YE		12
G79168XT	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G60184IZ	4
G79172UW	Saccharide	1113.40715301	1393.72015442	G57317CE	G07595HH	G59325ZF	6
G79176OI	Saccharide	1314.4331527	1678.84005452	G97591GH	G61307IR	G61701FD	8
G79177NG	Saccharide	1679.5653488	2128.06615105	G45703RF	G65917JH	G49214RV	10
G79184DN	Topology	2376.77659995		G35821UR	G06230KM	G79184DN	12
G79187YF	Saccharide	2368.84091476	2943.48256763	G42039FI	G83385WA	G99129XB	12
G79190JZ	Saccharide	2014.76108857	2477.27754088	G59540CB	G45074QQ	G27600GP	11
G79195SF	Topology	2646.97746794	3263.66607102	G34852SB	G28483HE	G79195SF	15
G79198HM	Saccharide	1722.64527083	2129.09912286	G83633GK	G30306AR	G20045DK	9
G79202GR	Saccharide	2881.0262687	3595.82442227	G65117IS	G78221KA	G25467PR	14
G79204KL	Topology	2648.99311801	3279.69737116	G35035EJ	G44127GY	G79204KL	15
G79211JZ	Saccharide	830.32805512	1026.5471561	G84435MS	G11427SW	G57309FD	4
G79214AG	Saccharide	504.1690352	658.34118597	G39365VM	G09269CO	G73814US	3
G79215KX	Saccharide	910.20423616		G88214CS	G34898TQ	G10691VB	4
G79215ZS	Saccharide	2896.02593437	3596.80843787	G41877YR	G42347VK	G06291FA	15
G79223ZW	BaseComposition	385.158410875	511.299261505	G79223ZW			2
G79231KU	Saccharide	828.2746822	1066.54073339	G84322TE	G97683QF	G75253GH	5
G79234KH	Topology	1396.48625091	1760.89315273	G41247ZX	G28830ZA	G79234KH	8
G79248YJ	Topology	1289.43924107	1625.81484275	G77976VJ	G94660EY	G79248YJ	6
G79249GP	Saccharide	1275.45997651	1597.81992812	G57776ZU	G86288VS	G44298KL	7
G79249VN	Topology	1015.35914017	1281.65649151	G25928EE	G53549WY	G79249VN	6
G79253ZP	Saccharide	830.32805512	1026.5471561	G84435MS	G11427SW	G57309FD	4
G79256WE	Saccharide	2134.76696186	2653.34601445	G46293AU	G39997WZ	G61150FY	11
G79266IN	Saccharide	837.311402045	1047.54615309	G67199LR	G24096BQ	G81930ZW	5
G79269OT	Saccharide	444.1479058	570.28875643	G42518JM	G75407EJ	G79269OT	3
G79293WO	Topology	748.27495691	944.49405789	G53434XO	G51934ND	G79293WO	4
G79297GB	Topology	1305.4341557	1655.82540745	G22504EU	G52816MI	G79297GB	6
G79298QI	Saccharide	2167.77719222	2700.37189489	G14368ET	G79301FF	G25529AF	12
G79300QI	Topology	3099.10530697	3841.93476068	G95517DQ	G40992GJ	G79300QI	16
G79301FF	Composition	2167.77719222	2700.37189489	G14368ET	G79301FF		12
G79309CF	Saccharide	2077.74549812	2582.30890064	G70382FA	G40436IV	G06325GX	11
G79333MY	Saccharide	383.142760805	495.267961365	G43417UB	G08749AK	G80981NI	2
G79337ZY	Saccharide	1827.6766306	2262.16178277	G68318VE	G80294ZS	G47133WV	10
G79344MI	Saccharide	2274.86192491	2793.4409775	G46982GD	G03641VM	G08799JV	12
G79345TW	Saccharide	2866.05175518	3538.80295854	G96002QE	G94172CO	G03965CT	16
G79348ZY	Saccharide	1478.53934912	1842.94625094	G72787SB	G14445VK	G02654ED	8
G79351ZW	Saccharide	2879.01061863	3579.79312213	G98715EM	G58318SA	G26085RC	14
G79363XM	Saccharide	1316.48652562	1638.84647723	G35029YA	G60879LY	G83167TN	7
G79364BI	Saccharide	547.211234375	715.399035215	G88144AT	G92400XR	G76081JY	3
G79365EN	Topology	1932.70799036	2395.22444267	G60923RB	G00185NL	G79365EN	11
G79368CP	Saccharide	2157.70231272		G39346HW	G68418WR	G58947ND	11
G79369FE	Saccharide	1973.73453947	2436.25099178	G19379ID	G63062OT	G86568AM	11
G79370VG	Saccharide	1720.59189791	2169.09270015	G62765YT	G43723RI	G64067YC	10
G79375ZL	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G89474SN	4
G79379XF	Saccharide	342.1162117	454.24141226	G90627TW	G91902ZT	G15765GX	2
G79382TI	Topology	545.195584305	699.367735075	G05394UY	G27221EC	G79382TI	3
G79385UM	Topology	1478.53934912	1842.94625094	G72787SB	G75216TK	G79385UM	8
G79388JI	Saccharide	3302.18467957	4087.0610835	G61655IQ	G94114XI	G42904CM	17
G79389NT	Saccharide	836.29100094	1060.54140206	G63053UD	G97203HL	G74052AH	4
G79404OF	Saccharide	2077.74549812	2582.30890064	G70382FA	G40436IV	G32340DX	11
G79412YE	Saccharide	1654.57143718	2075.04093928	G89773UM	G03031PQ	G51932GA	8
G79414JH	Saccharide	990.3275057	1270.6405071	G32030CB	G00803PJ	G64642ML	6
G79416RI	Saccharide	3681.29614024	4564.28209465	G08182IE	G96816KA	G63567OG	18
G79420SO	Saccharide	2557.94102281	3160.61397581	G89009DQ	G96154EW	G98130KM	14
G79436QA	Saccharide	1364.49642165	1700.87202333	G38769OU	G01555RW	G32747TK	8
G79444AJ	Saccharide	666.2218587	862.44095968	G90306QO	G88288TV	G93921SI	4
G79446WY	Saccharide	1933.70323933	2424.25099178	G33366SU	G62505OS	G26364YL	10
G79448RG	Topology	1435.49714995	1799.90405176	G98062TX	G83275YO	G79448RG	7
G79449CY	Saccharide	853.306316675	1077.5567178	G54630CD	G82935CH	G63520EZ	5
G79457WN	Saccharide	2030.7560032	2507.28810558	G56610MH	G52494WI	G01202UA	11
G79464QJ	Saccharide	1113.40715301	1393.72015442	G57317CE	G87030LJ	G24916OP	6
G79465SI	Topology	1439.52845009	1817.95100197	G03959QN	G28311SS	G79465SI	8
G79473WX	Saccharide	1827.6766306	2262.16178277	G68318VE	G80294ZS	G28016NG	10
G79475GW	Saccharide	965.333594075	1217.61529533	G15864IF	G08570DT	G35852EH	4
G79477YQ	Saccharide	1890.66104015	2367.19314253	G60644BF	G31261NL	G28230EL	10
G79479GT	Saccharide	1462.54443449	1812.93568624	G25987BV	G65996UU	G30215PM	8
G79492YL	Saccharide	1187.44393248	1495.78823403	G05164MI	G13660ED	G40185ZR	6
G79499QH	Saccharide	1218.43851278	1526.78281432	G82364UA	G32116PG	G00396DP	7
G79500ZM	BaseComposition	791.317156085	1001.55190713	G79500ZM			4
G79501FW	Saccharide	1056.38568928	1322.68304061	G20956ZV	G71001XO	G63830BN	6
G79502KM	Saccharide	1804.66064619	2267.1770985	G12718VG	G02377TE	G49917NZ	10
G79504ED	BaseComposition	2263.80955499	2810.41990773	G79504ED			11
G79508LR	Saccharide	2500.91955907	3089.57686201	G05049IC	G45978IP	G66370UY	14
G79518SC	Saccharide	2329.83001573	2904.4716686	G83014KM	G94368QI	G21963FV	13
G79520GQ	Saccharide	2513.87842253	3130.56702561	G84044GC	G88057TN	G72179WW	12
G79520JL	BaseComposition	839.327052115	1063.57745323	G79520JL			5
G79533UR	Topology	1580.53465771	1986.98850974	G34092QJ	G25993OX	G79533UR	7
G79535HZ	Saccharide	1040.39077465	1292.67247591	G51210WZ	G18083QB	G60897WU	6
G79536OW	Saccharide	998.34382444	1264.64117577	G14090IF	G08718YM	G78620TU	5
G79537QV	Saccharide	748.27495691	944.49405789	G53434XO	G83574AW	G72872SQ	4
G79540ZR	Saccharide	3332.15885876	4145.06656282	G74051XK	G08748WO	G77324PN	16
G79544XM	Topology	940.3019596	1206.59931093	G55497FS	G76691FQ	G79544XM	4
G79553XF	Saccharide	2573.93593744	3204.64019059	G32189DW	G91587RJ	G56129ZY	13
G79554OX	Saccharide	1624.59725799	2017.03545995	G59937CP	G68013XJ	G67480NQ	9
G79556AB	Saccharide	2223.80340699	2756.39810966	G83282IU	G79625ND	G02079RR	12
G79564YR	Saccharide	1681.61872173	2088.07257376	G72790NZ	G97126PW	G06000EI	9
G79565XA	Saccharide	3673.2369108		G63355FU	G11162IA	G49217UE	18
G79573BU	Saccharide	910.32778041	1148.5938316	G28681TP	G71678CK	G17271TR	5
G79577SJ	Saccharide	504.1690352	658.34118597	G39365VM	G72116MB	G62082AD	3
G79578JB	Saccharide	2296.81978536	2857.44578816	G52478RN	G52223PR	G16809VD	12
G79585IY	Topology	1729.62861776	2150.09811986	G27622TD	G26591JV	G79585IY	10
G79588UI	Saccharide	545.195584305	699.367735075	G05394UY	G02653CW	G05260KF	3
